Frequency (Hz),Magnitude (dB)
2.0164622657102247,0.1733776456250424
2.0329906449373576,-2.01696146934391
2.0495190241644905,-5.09593510644348
2.0660474033916234,-5.1427660582221275
2.0825757826187568,1.1605436976534012
2.0991041618458897,6.1543684745391
2.1156325410730226,9.664638233942942
2.1321609203001555,12.168598541461073
2.1486892995272884,13.917953860298102
2.1652176787544217,15.035603881903237
2.1817460579815546,15.570470736580129
2.1982744372086875,15.516618829329596
2.2148028164358204,14.80877642023674
2.2313311956629533,13.286683811095635
2.2478595748900867,10.580645263448767
2.2643879541172196,5.724746930052511
2.2809163333443525,-1.3983908184566927
2.2974447125714854,5.244515572463634
2.3139730917986183,10.287160847106769
2.3305014710257512,13.08394918702723
2.3470298502528846,14.676629344456117
2.3635582294800175,15.469151373012151
2.3800866087071504,15.650576652703938
2.3966149879342833,15.328300971421188
2.413143367161416,14.587023723052289
2.4296717463885495,13.537523761843948
2.4462001256156825,12.377996448892103
2.4627285048428154,11.434631984577113
2.4792568840699483,11.037247954849487
2.495785263297081,11.226506174662989
2.512313642524214,11.73528778953559
2.5288420217513474,12.274466052912096
2.5453704009784803,12.67190348954049
2.5618987802056132,12.840379495551025
2.578427159432746,12.729447415981864
2.594955538659879,12.313322482478103
2.6114839178870124,11.626684365707284
2.6280122971141453,10.874716928713147
2.644540676341278,10.566270841248627
2.661069055568411,11.221537194705782
2.677597434795544,12.650380955964767
2.6941258140226774,14.224614456180857
2.7106541932498103,15.541304456500695
2.727182572476943,16.450666115290865
2.743710951704076,16.90444299624063
2.760239330931209,16.87169792536083
2.7767677101583423,16.298224631433524
2.7932960893854752,15.068634959081958
2.809824468612608,12.925776234742475
2.826352847839741,9.194362134030293
2.842881227066874,1.0025724523235322
2.859409606294007,-2.5949661559132724
2.87593798552114,8.254359397835758
2.892466364748273,12.661617440214206
2.908994743975406,15.21293306740654
2.925523123202539,16.779382522919207
2.942051502429672,17.684771462011053
2.958579881656805,18.08907998719745
2.975108260883938,18.09309341325455
2.991636640111071,17.783260902717135
3.008165019338204,17.260736026733024
3.024693398565337,16.66194629263746
3.0412217777924697,16.156584150432177
3.057750157019603,15.900147123690667
3.074278536246736,15.961062893510325
3.090806915473869,16.302316060478226
3.107335294701002,16.83885305369764
3.1238636739281347,17.493653112989172
3.140392053155268,18.20794343573354
3.156920432382401,18.928979112001283
3.173448811609534,19.60334045676042
3.1899771908366668,20.18034775730454
3.2065055700637997,20.61815398589589
3.223033949290933,20.887025091962812
3.239562328518066,20.969398442960596
3.256090707745199,20.858532200086167
3.2726190869723317,20.557402274438115
3.2891474661994646,20.07880846293187
3.305675845426598,19.44721234040556
3.322204224653731,18.702532094447047
3.338732603880864,17.90525311400321
3.3552609831079967,17.139515397326793
3.3717893623351296,16.50594101076692
3.3883177415622625,16.094837734430094
3.404846120789396,15.94643180504393
3.4213745000165288,16.030536225814203
3.4379028792436617,16.268733179557316
3.4544312584707946,16.578069078605843
3.4709596376979275,16.902345953644936
3.487488016925061,17.221371995954577
3.5040163961521937,17.544715302693042
3.5205447753793266,17.895819861416303
3.5370731546064595,18.29089122484205
3.5536015338335925,18.721113896924347
3.5701299130607254,19.148263255739536
3.5866582922878587,19.514911008568255
3.6031866715149916,19.759873205968436
3.6197150507421245,19.829558191215913
3.6362434299692574,19.6832694955904
3.6527718091963903,19.2961324265714
3.6693001884235237,18.66531117577775
3.6858285676506566,17.826157694225245
3.7023569468777895,16.883232977405417
3.7188853261049224,16.040067725841315
3.7354137053320553,15.550887883310281
3.7519420845591887,15.531760323227527
3.7684704637863216,15.83548798212072
3.7849988430134545,16.193886047275996
3.8015272222405874,16.394614035102677
3.8180556014677203,16.314286129998177
3.8345839806948536,15.881521483645788
3.8511123599219865,15.039964343393649
3.8676407391491194,13.723490094740455
3.8841691183762523,11.842031905178274
3.9006974976033852,9.306678362707558
3.917225876830518,6.3290724784810575
3.9337542560576515,4.685685369836455
