Natural Frequency (Hz),Magnitude (dB)
14.505991654689298,1481.0441475675057
172.09865834442044,137763.68381877904
186.2313340374082,5764.631988954567
231.7225505133272,969645.6940478445
378.94236655292207,10252.96871572193
441.9527678029787,1072593.9154673838
577.9731049915267,8209.950384965441
602.3186387796358,5780.383264586211
732.6859056909886,8663.339562083163
753.004960177888,4606.668907230582
