Time [microseconds],Accelerometer ID,X Acceleration,Y Acceleration,Z Acceleration
243810946,0,-0.01953125,1.00390625,0.037109375
243810974,1,-0.00390625,1.0009765625,0.10400390625
243811002,3,-0.00634765625,1.0,0.08349609375
243811431,0,-0.0205078125,1.00830078125,0.0322265625
243811458,1,-0.00537109375,0.994140625,0.11767578125
243811486,3,-0.0068359375,1.0029296875,0.1015625
243811915,0,-0.02685546875,1.001953125,0.03564453125
243811942,1,0.0029296875,1.0029296875,0.08935546875
243811970,3,0.0009765625,1.005859375,0.0947265625
243812398,0,-0.02783203125,0.99267578125,0.0419921875
243812426,1,-0.0048828125,0.99658203125,0.09716796875
243812454,3,-0.02001953125,1.00537109375,0.08056640625
243812882,0,-0.0185546875,0.99560546875,0.0361328125
243812910,1,0.0009765625,0.99169921875,0.10498046875
243812937,3,-0.0283203125,1.0078125,0.09033203125
243813366,0,-0.02392578125,1.00244140625,0.02783203125
243813394,1,-0.01123046875,0.99951171875,0.1015625
243813421,3,-0.01416015625,1.00390625,0.10400390625
243813850,0,-0.03125,0.99609375,0.0361328125
243813878,1,-0.00146484375,0.9931640625,0.09814453125
243813905,3,0.0009765625,1.0048828125,0.09326171875
243814334,0,-0.041015625,1.0048828125,0.02734375
243814362,1,-0.0087890625,0.9970703125,0.11181640625
243814389,3,-0.0234375,1.001953125,0.10986328125
243814818,0,-0.0185546875,0.99609375,0.041015625
243814846,1,-0.00341796875,0.9921875,0.0908203125
243814873,3,-0.00146484375,1.01123046875,0.099609375
243815302,0,-0.02294921875,1.00390625,0.02783203125
243815330,1,-0.00244140625,1.005859375,0.099609375
243815357,3,-0.0068359375,1.0029296875,0.10791015625
243815786,0,-0.0107421875,1.00244140625,0.02392578125
243815814,1,-0.01171875,0.99951171875,0.09423828125
243815841,3,0.0,0.99169921875,0.09033203125
243816269,0,-0.01953125,1.0146484375,0.0302734375
243816296,1,-0.01318359375,0.9931640625,0.0966796875
243816324,3,-0.02197265625,0.99560546875,0.08837890625
243816752,0,-0.01513671875,1.00146484375,0.0390625
243816780,1,-0.01611328125,0.99072265625,0.0966796875
243816808,3,0.0,1.00537109375,0.109375
243817235,0,-0.021484375,1.0078125,0.03857421875
243817263,1,-0.00830078125,0.99658203125,0.1015625
243817290,3,-0.0078125,1.00146484375,0.08203125
243817719,0,-0.02685546875,0.9951171875,0.03271484375
243817747,1,-0.0087890625,0.9970703125,0.10595703125
243817774,3,-0.00244140625,0.9853515625,0.10595703125
243818203,0,-0.01318359375,1.00634765625,0.03515625
243818231,1,-0.0126953125,0.9921875,0.09130859375
243818258,3,-0.03662109375,1.0009765625,0.09228515625
243818687,0,-0.00830078125,1.00048828125,0.02734375
243818715,1,-0.00244140625,0.99853515625,0.10302734375
243818742,3,0.0029296875,0.99755859375,0.10205078125
243819171,0,-0.0126953125,1.00146484375,0.0263671875
243819198,1,-0.01611328125,0.97705078125,0.10791015625
243819226,3,-0.01416015625,0.9931640625,0.087890625
243819655,0,-0.01611328125,1.00146484375,0.0361328125
243819682,1,-0.00927734375,0.9951171875,0.0966796875
243819710,3,-0.029296875,1.001953125,0.08251953125
243820139,0,-0.021484375,0.99658203125,0.03515625
243820166,1,-0.00341796875,0.99609375,0.0966796875
243820194,3,-0.0263671875,0.98828125,0.07958984375
243820623,0,-0.0224609375,0.9970703125,0.0283203125
243820650,1,-0.01025390625,0.9921875,0.10400390625
243820678,3,0.0048828125,0.9970703125,0.09765625
243821106,0,-0.02099609375,1.0078125,0.02685546875
243821134,1,-0.0048828125,0.9951171875,0.107421875
243821162,3,-0.00390625,1.00439453125,0.0966796875
243821590,0,-0.00732421875,0.99853515625,0.03759765625
243821618,1,-0.00439453125,0.99658203125,0.0986328125
243821646,3,-0.02392578125,1.0009765625,0.076171875
243822074,0,-0.0224609375,0.99853515625,0.03173828125
243822102,1,-0.01513671875,0.99267578125,0.11083984375
243822129,3,-0.01611328125,1.0126953125,0.107421875
243822558,0,-0.013671875,0.99853515625,0.02685546875
243822586,1,-0.005859375,0.99462890625,0.10595703125
243822613,3,-0.0224609375,0.998046875,0.08544921875
243823042,0,-0.02294921875,0.99609375,0.025390625
243823070,1,-0.009765625,0.98974609375,0.0908203125
243823097,3,-0.0205078125,0.984375,0.09130859375
243823526,0,-0.015625,1.001953125,0.02685546875
243823554,1,-0.00244140625,1.00244140625,0.087890625
243823581,3,-0.02099609375,1.0029296875,0.08349609375
243824010,0,-0.021484375,0.99365234375,0.0234375
243824038,1,-0.0078125,0.990234375,0.091796875
243824065,3,-0.01708984375,1.005859375,0.08349609375
243824494,0,-0.02197265625,1.0009765625,0.0341796875
243824522,1,-0.00732421875,0.99755859375,0.1005859375
243824549,3,0.0029296875,1.00048828125,0.09765625
243824978,0,-0.02001953125,0.99853515625,0.02587890625
243825005,1,-0.005859375,0.99951171875,0.107421875
243825033,3,-0.025390625,0.9931640625,0.0830078125
243825462,0,-0.0048828125,1.001953125,0.0361328125
243825489,1,-0.0087890625,0.99169921875,0.08349609375
243825517,3,-0.01171875,1.0,0.10693359375
243825946,0,-0.01953125,1.00146484375,0.02734375
243825974,1,-0.009765625,1.00439453125,0.0908203125
243826001,3,-0.0068359375,0.99951171875,0.08740234375
243826430,0,-0.01953125,0.99267578125,0.01953125
243826458,1,-0.0166015625,0.99853515625,0.099609375
243826485,3,-0.0302734375,0.99951171875,0.083984375
243826914,0,-0.00146484375,0.99169921875,0.02880859375
243826941,1,-0.0126953125,0.98486328125,0.1005859375
243826969,3,-0.0146484375,0.9951171875,0.109375
243827398,0,-0.01220703125,0.9970703125,0.03125
243827425,1,-0.0107421875,0.99072265625,0.0927734375
243827453,3,-0.0078125,0.98876953125,0.08984375
243827882,0,-0.01171875,0.9931640625,0.03466796875
243827909,1,-0.01025390625,0.98828125,0.08984375
243827937,3,-0.013671875,1.00537109375,0.103515625
243828366,0,-0.017578125,1.0,0.03076171875
243828394,1,-0.0078125,0.9951171875,0.111328125
243828421,3,-0.005859375,1.0,0.08544921875
243828850,0,-0.015625,0.99462890625,0.0205078125
243828878,1,-0.01806640625,0.99951171875,0.09814453125
243828906,3,-0.00537109375,1.00439453125,0.0751953125
243829334,0,-0.0068359375,1.00244140625,0.0078125
243829362,1,-0.02587890625,1.00634765625,0.10595703125
243829389,3,-0.03076171875,0.99267578125,0.09521484375
243829818,0,-0.02392578125,0.9970703125,0.02392578125
243829846,1,-0.01171875,0.99267578125,0.10546875
243829873,3,-0.0234375,0.9921875,0.09375
243830302,0,-0.009765625,0.99462890625,0.01904296875
243830330,1,-0.0166015625,1.0068359375,0.0947265625
243830357,3,-0.03955078125,1.0048828125,0.08935546875
243830786,0,-0.02685546875,0.99560546875,0.02001953125
243830814,1,-0.0234375,1.00439453125,0.09033203125
