Time [microseconds],Accelerometer ID,X Acceleration,Y Acceleration,Z Acceleration
18960480,1,0.0196134,-0.4118814,9.9439938
18960909,1,0.029420099999999998,-0.43149479999999996,9.9636072
18961336,1,0.0392268,-0.44130149999999996,9.924380399999999
18961763,1,0.058840199999999995,-0.42168809999999995,9.914573699999998
18962190,1,0.029420099999999998,-0.43149479999999996,9.924380399999999
18962617,1,0.0196134,-0.4118814,9.934187099999999
18963044,1,0.0686469,-0.43149479999999996,9.914573699999998
18963471,1,0.0686469,-0.42168809999999995,9.924380399999999
18963898,1,0.0392268,-0.4118814,9.894960299999997
18964325,1,0.0490335,-0.4020747,9.885153599999999
18964752,1,0.029420099999999998,-0.4118814,9.904767
18965179,1,0.0392268,-0.4118814,9.914573699999998
18965606,1,0.029420099999999998,-0.4118814,9.904767
18966033,1,0.0196134,-0.44130149999999996,9.875346899999998
18966460,1,0.0392268,-0.4118814,9.885153599999999
18966887,1,0.0686469,-0.4118814,9.894960299999997
18967314,1,0.0686469,-0.392268,9.875346899999998
18967742,1,0.0196134,-0.42168809999999995,9.885153599999999
18968169,1,0.0196134,-0.4118814,9.885153599999999
18968596,1,0.0392268,-0.4020747,9.904767
18969023,1,0.0490335,-0.392268,9.894960299999997
18969450,1,0.0392268,-0.43149479999999996,9.885153599999999
18969877,1,0.0490335,-0.44130149999999996,9.875346899999998
18970304,1,0.0392268,-0.43149479999999996,9.885153599999999
18970731,1,0.0392268,-0.42168809999999995,9.885153599999999
18971158,1,0.058840199999999995,-0.4118814,9.894960299999997
18971585,1,0.0686469,-0.43149479999999996,9.894960299999997
18972012,1,0.058840199999999995,-0.42168809999999995,9.845926799999999
18972439,1,0.029420099999999998,-0.45110819999999996,9.894960299999997
18972866,1,0.0490335,-0.42168809999999995,9.894960299999997
18973294,1,0.0490335,-0.38246129999999995,9.894960299999997
18973721,1,0.0686469,-0.44130149999999996,9.875346899999998
18974148,1,0.0686469,-0.43149479999999996,9.875346899999998
18974575,1,0.0686469,-0.4020747,9.875346899999998
18975002,1,0.0392268,-0.4020747,9.8655402
18975429,1,0.08826029999999999,-0.42168809999999995,9.855733499999998
18975856,1,0.0686469,-0.4118814,9.875346899999998
18976283,1,0.0784536,-0.4118814,9.894960299999997
18976710,1,0.0392268,-0.37265459999999995,9.914573699999998
18977137,1,0.058840199999999995,-0.392268,9.885153599999999
18977564,1,0.0490335,-0.4118814,9.875346899999998
18977991,1,0.0392268,-0.37265459999999995,9.885153599999999
18978418,1,0.0490335,-0.4118814,9.894960299999997
18978845,1,0.0196134,-0.42168809999999995,9.894960299999997
18979272,1,0.029420099999999998,-0.4118814,9.894960299999997
18979700,1,0.0490335,-0.4118814,9.914573699999998
18980127,1,0.058840199999999995,-0.43149479999999996,9.914573699999998
18980554,1,0.0392268,-0.42168809999999995,9.894960299999997
18980981,1,0.0392268,-0.43149479999999996,9.904767
18981408,1,0.029420099999999998,-0.43149479999999996,9.9439938
18981835,1,0.0392268,-0.45110819999999996,9.9439938
18982262,1,0.058840199999999995,-0.45110819999999996,9.924380399999999
18982689,1,0.0392268,-0.42168809999999995,9.914573699999998
18983116,1,0.08826029999999999,-0.42168809999999995,9.924380399999999
18983543,1,0.029420099999999998,-0.4118814,9.9439938
18983970,1,0.029420099999999998,-0.43149479999999996,9.9439938
18984397,1,0.0392268,-0.4118814,9.914573699999998
18984824,1,0.029420099999999998,-0.42168809999999995,9.934187099999999
18985251,1,0.0392268,-0.4118814,9.924380399999999
18985678,1,0.0490335,-0.42168809999999995,9.904767
18986105,1,0.0196134,-0.4118814,9.914573699999998
18986532,1,0.058840199999999995,-0.43149479999999996,9.914573699999998
18986959,1,0.0196134,-0.43149479999999996,9.934187099999999
18987386,1,0.0392268,-0.4118814,9.914573699999998
18987813,1,0.029420099999999998,-0.45110819999999996,9.894960299999997
18988240,1,0.0392268,-0.42168809999999995,9.894960299999997
18988667,1,0.0490335,-0.4118814,9.904767
18989095,1,0.058840199999999995,-0.4020747,9.924380399999999
18989522,1,0.0392268,-0.43149479999999996,9.904767
18989949,1,0.029420099999999998,-0.44130149999999996,9.894960299999997
18990376,1,0.0392268,-0.43149479999999996,9.885153599999999
18990803,1,0.0490335,-0.42168809999999995,9.885153599999999
18991230,1,0.058840199999999995,-0.4020747,9.8655402
18991657,1,0.0196134,-0.45110819999999996,9.845926799999999
18992084,1,0.029420099999999998,-0.4118814,9.845926799999999
18992511,1,0.0392268,-0.4118814,9.875346899999998
18992938,1,0.0392268,-0.4118814,9.914573699999998
18993365,1,0.058840199999999995,-0.44130149999999996,9.8655402
