Natural Frequency (Hz),Magnitude (dB)
172.0986353970148,21446.987534225427
184.9780343583966,20454.64613293353
230.86922610278185,11830.233613897406
732.6591425733466,135035.104491781
231.72251961575125,390776.0237276056
250.38831521195675,4832.211928037634
442.08603598498735,75729.98806378558
