Natural Frequency (Hz),Magnitude (dB)
184.96739869594785,14614.816949787271
172.08688347533902,13804.318296748685
231.71593530407884,181354.96577938573
442.0976839073563,37989.83668321108
732.6693067722709,61337.31940593359
